store_risk_rank_desc,persistent_id_store,store_max_predicted_proba,store_predicted_positive_thr012,obs_month_start,obs_month,LOCATION_NAME,LATITUDE,LONGITUDE
23597,12907505,1.3508022e-06,0,2026-01-01,2026-01,Act One Bar and Restaurant,40.687606,-74.001257
23598,8740768,1.3506965e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6833611,-73.9499817
23599,8748621,1.3503682e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7555084,-73.9421082
23600,8362416,1.3500166e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.6466713,-73.9558334
23601,8732755,1.3498905e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8613205,-73.9258728
23602,8744462,1.3497681e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7350884,-73.9797821
23603,8761115,1.34931e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6397705,-73.9292679
23604,8318246,1.349e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.8983498,-73.8541412
23605,12962258,1.3487142e-06,0,2026-01-01,2026-01,Kinoko,40.7284555,-73.9493175
23606,8734977,1.3482681e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8206902,-73.9174881
23607,8757788,1.348074e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7868996,-73.9810333
23608,8348602,1.3477886e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7000008,-73.923233
23609,8750055,1.3470664e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7489891,-73.9702606
23610,8759412,1.3467953e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7708206,-73.9214478
23611,8760367,1.3467671e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6874313,-73.9595337
23612,8341148,1.3463151e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.6861992,-73.9825897
23613,8303675,1.3459852e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.8442383,-73.8890915
23614,13033348,1.3459659e-06,0,2025-12-01,2025-12,Wing Hing Restaurant,40.6423145,-73.9570735
23615,8337714,1.345563e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6825218,-73.9435577
23616,8734816,1.3449547e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6517716,-73.9322815
23617,8349483,1.3449048e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.6022682,-73.7569275
23618,12240834,1.3442994e-06,0,2026-01-01,2026-01,Coffee Cosina,40.8390075,-73.918318
23619,8750457,1.3441867e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6300583,-73.9974823
23620,8362439,1.3441842e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.650631,-73.9560089
23621,8300018,1.3432717e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.8133888,-73.9452896
23622,8733160,1.342931e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.8271599,-73.9463882
23623,8733491,1.3426493e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7076607,-73.9556885
23624,8737724,1.3424636e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6952095,-73.9953003
23625,8765324,1.342452e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6934319,-73.9672165
23626,13012827,1.3424034e-06,0,2025-12-01,2025-12,Tacos San Lucas,40.8384935,-73.9187055
23627,12978795,1.3423471e-06,0,2025-12-01,2025-12,Motin Sweets & Masala,40.707758,-73.8033385
23628,8337038,1.3416816e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6386604,-73.9484406
23629,8755465,1.3414679e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7199593,-73.9597092
23630,8355090,1.340918e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.7019081,-73.9436112
23631,8738625,1.3406225e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6997414,-73.92836
23632,8733481,1.3396794e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6514092,-74.0035095
23633,8740474,1.3396091e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7213287,-73.9966126
23634,8755902,1.3395849e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.8416596,-73.8432922
23635,8742165,1.3394341e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6782913,-73.968811
23636,8762611,1.3391568e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7191887,-73.9973526
23637,8735581,1.3390752e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7699585,-73.9667587
23638,8736566,1.3384777e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6551094,-73.9531097
23639,8329222,1.3383066e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.7916184,-73.9387817
23640,12986341,1.3381126e-06,0,2026-01-01,2026-01,Paquitos,40.728128,-73.985198
23641,8737136,1.3373153e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6834297,-73.8724136
23642,8735162,1.3373051e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6351204,-74.0201263
23643,8739350,1.3372949e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7897682,-73.942833
23644,8310237,1.336943e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7431908,-73.9931335
23645,8752132,1.3365567e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7832184,-73.980629
23646,8742555,1.3356316e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7078209,-73.8624191
23647,8739599,1.3356125e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6104088,-73.9546738
23648,8762971,1.3354456e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.9101982,-73.9029999
23649,8350451,1.3353093e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.5091286,-74.2467575
23650,8330877,1.3350051e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7272186,-73.9467621
23651,8347035,1.3345964e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.819191,-73.8862
23652,12925929,1.3345481e-06,0,2026-01-01,2026-01,Chili,40.75017,-73.9820895
23653,8335667,1.3344793e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.805481,-73.9160767
23654,8753290,1.3343966e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6330986,-73.9953613
23655,8747043,1.334277e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8426094,-73.8459473
23656,8749920,1.3339297e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6764298,-73.8219299
23657,8763435,1.3337822e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.622509,-73.9646225
23658,12978037,1.3332492e-06,0,2026-01-01,2026-01,Molino Rojo Restaurant,40.827624,-73.9242485
23659,8343148,1.3325845e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.7574806,-73.9292221
23660,8312675,1.3325438e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.7426682,-73.8739624
23661,13016430,1.3324981e-06,0,2025-12-01,2025-12,Textbook Cafe,40.689697,-73.977739
23662,8741219,1.3316101e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7342415,-73.8741913
23663,8356745,1.3311479e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7134018,-73.9987412
23664,8758562,1.3309804e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6827011,-73.9408112
23665,8735702,1.3306808e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7237396,-73.9505692
23666,8331841,1.3286608e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.72369,-73.9509277
23667,8742050,1.3277222e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6657982,-73.9822693
23668,8762386,1.3273348e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7340088,-73.9521484
23669,8734855,1.3268905e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7677994,-73.9820633
23670,8749789,1.3257381e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8216896,-73.9429474
23671,8330680,1.3244745e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6891594,-73.9570694
23672,8734517,1.3244468e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6407204,-73.9651489
23673,8732934,1.3241284e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7368088,-73.9930267
23674,8745446,1.3241272e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7915802,-73.9742127
23675,8758232,1.324107e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6402397,-73.9555969
23676,8761295,1.3237446e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6876907,-74.0012131
23677,8740517,1.3232701e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7466583,-74.001358
23678,12967436,1.3231627e-06,0,2026-01-01,2026-01,Lee's Restaurant,40.699349,-73.9117595
23679,8310176,1.3227906e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6416397,-74.0213776
23680,12963985,1.3220377e-06,0,2026-01-01,2026-01,La Chapincita,40.603602,-74.0060635
23681,8305419,1.3212134e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6877708,-73.9706802
23682,8364243,1.3204979e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.745739,-73.8844681
23683,8759560,1.3204727e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7885017,-73.9709015
23684,8745621,1.3204174e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6703987,-73.9854813
23685,8304754,1.3194127e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.8059082,-73.9149628
23686,8360418,1.3194052e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7112694,-73.8772583
23687,8354238,1.3191247e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.8454704,-73.8314285
23688,8755054,1.3184078e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7522507,-73.824913
23689,8741513,1.3174928e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7430611,-73.883522
23690,8342780,1.3173005e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.5865097,-73.9521332
23691,8762781,1.3171825e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7575684,-73.985878
23692,8766484,1.3170205e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7196999,-73.9979935
23693,8750627,1.3169062e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7022095,-73.8186493
23694,8748431,1.3168924e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7119713,-74.0083084
23695,8754861,1.3162946e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6942215,-73.957962
23696,8763846,1.3159245e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6753388,-73.9564514
23697,8740476,1.3158892e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8200989,-73.901619
23698,8762871,1.3152958e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8467102,-73.9354172
23699,8733577,1.3148018e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6376495,-73.9891434
23700,8760556,1.314457e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7293282,-74.0011902
23701,8746622,1.3143755e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8730393,-73.8887177
23702,8757906,1.314037e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.86623,-73.9248276
23703,8344808,1.3139769e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7286606,-73.8630371
23704,8745276,1.3132303e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7569809,-73.9636688
23705,8760306,1.3130463e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.5953217,-73.9611435
23706,8308634,1.3125916e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.714489,-73.9461365
23707,8315004,1.3125842e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.8357506,-73.9162521
23708,8757122,1.3125316e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6803207,-73.8458481
23709,8750446,1.3119696e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8028908,-73.9673996
23710,8742057,1.311717e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8673286,-73.8974304
23711,8358283,1.311368e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7601509,-73.8306122
23712,8764359,1.3111354e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6905518,-73.9877167
23713,12916629,1.3106729e-06,0,2026-01-01,2026-01,Black Forest Brooklyn - Smith Street,40.685646,-73.9910085
23714,8339174,1.3106379e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.5786705,-73.9871521
23715,8761109,1.3103379e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6928101,-73.97789
23716,8733403,1.3100743e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7338791,-73.8498917
23717,8299673,1.309205e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.5968094,-73.9733887
23718,12956569,1.3090289e-06,0,2025-12-01,2025-12,Island Cuisine,40.707833,-73.8031865
23719,8746826,1.3090101e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6968918,-73.9347687
23720,8762090,1.3088442e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7469902,-73.9847488
23721,8746724,1.3079857e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6693192,-73.9797516
23722,8304685,1.3079583e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.8355408,-73.9079666
23723,8758263,1.3074994e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7021713,-73.9202423
23724,8342380,1.3073784e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.6179619,-74.0268173
23725,8748216,1.3069372e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7526512,-73.8267822
23726,8741202,1.3065047e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7782784,-73.9608917
23727,8305882,1.3050714e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.8560791,-73.9005432
23728,8300869,1.3050353e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.6431198,-73.9790115
23729,8740124,1.3041395e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.641571,-73.9850617
23730,8758740,1.3032815e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8302307,-73.9206314
23731,8740193,1.3026876e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6650314,-73.931282
23732,8362533,1.3025075e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.6974716,-73.9020081
23733,8334981,1.3015216e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7291718,-73.8596191
23734,8750293,1.3011951e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7621498,-73.8035126
23735,8757976,1.3004371e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8477593,-73.9381332
23736,8745129,1.2999163e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7454987,-73.9910965
23737,8741715,1.298977e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6083183,-74.0046921
23738,8754401,1.2989115e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7825699,-73.7946091
23739,8739748,1.2989115e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7825317,-73.7946091
23740,8739281,1.2977092e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7302017,-73.9806976
23741,8737899,1.2971042e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8806114,-73.8838882
23742,8762978,1.2969347e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6342316,-73.9926987
23743,8760840,1.2968072e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7659798,-73.9835968
23744,8755724,1.2962311e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7454987,-73.9779663
23745,8324382,1.2959183e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6485596,-73.9997711
23746,8763343,1.2952487e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6174812,-74.0307007
23747,8321193,1.295235e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.8365097,-73.9262772
23748,8343756,1.2949856e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.8429604,-73.881958
23749,8308380,1.294904e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.7344818,-73.9804077
23750,8755925,1.2945152e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6744804,-73.9218597
23751,8760386,1.2939042e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6743088,-73.9822235
23752,8303756,1.2934341e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.749691,-73.8759537
23753,8300124,1.2934082e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7934494,-73.970993
23754,8753083,1.2932344e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.8165588,-73.8961716
23755,8310600,1.2927806e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.6173096,-74.0284729
23756,12999963,1.2925068e-06,0,2026-01-01,2026-01,Rowdy Rooster,40.7284555,-73.9850005
23757,8748435,1.2922529e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7621994,-73.9975205
23758,8746715,1.2919129e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.8379517,-73.919281
23759,8745430,1.2919043e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6860085,-73.9729919
23760,8732548,1.2917244e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7435799,-73.9222488
23761,8311980,1.2912095e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7994194,-73.9431534
23762,12933056,1.2906124e-06,0,2026-01-01,2026-01,Deilines Restaurant,40.8341295,-73.8789575
23763,8734350,1.2905473e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7480393,-73.951889
23764,8761664,1.2904759e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6773491,-73.9727936
23765,8752168,1.290178e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7289887,-74.0011597
23766,12934392,1.2901571e-06,0,2026-01-01,2026-01,Dollar Pizza,40.6801385,-73.949126
23767,8307087,1.2901128e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.6929703,-73.9402008
23768,8744686,1.2898631e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6798592,-73.9741974
23769,8743401,1.2898336e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.8381882,-73.9189301
23770,8741421,1.2898089e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7790604,-73.9151077
23771,8744742,1.2895815e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7664108,-73.9820023
23772,8732580,1.2893416e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7166214,-73.9996719
23773,8323383,1.2886311e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.6378708,-74.076828
23774,8736220,1.2885807e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.72929,-73.859932
23775,8742090,1.2884616e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7464294,-73.8915329
23776,8757330,1.2882158e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7455216,-73.9755325
23777,8743083,1.2882158e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7455216,-73.9755325
23778,8762880,1.2875022e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6895905,-73.9760971
23779,8735109,1.2874764e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7175407,-74.0032196
23780,8736868,1.2873979e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7434082,-73.9540405
23781,8334526,1.2873058e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.695549,-73.9293671
23782,8737811,1.2872002e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.72752,-74.0001984
23783,8748377,1.2862934e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8435707,-73.9344025
23784,12946907,1.2857157e-06,0,2026-01-01,2026-01,Go Nonna,40.748406,-73.9498865
23785,8759348,1.2841019e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6680183,-73.99086
23786,8350928,1.2840493e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.8446999,-73.9096222
23787,12912877,1.2838337e-06,0,2025-12-01,2025-12,Bajan Bistro,40.802309,-73.940669
23788,8743136,1.2835008e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7355118,-73.9828262
23789,12971289,1.2833356e-06,0,2026-01-01,2026-01,Lunnas cafe,40.6992825,-73.92685
23790,8744869,1.2829819e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7462807,-73.9564896
23791,8739129,1.2823507e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7447891,-73.9535828
23792,8749660,1.2815767e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6732407,-73.9568481
23793,8747546,1.2814032e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6822701,-73.8444595
23794,8765536,1.2804772e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7241592,-73.9508133
23795,8754769,1.2803099e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8158684,-73.916832
23796,8325020,1.2793347e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.8386002,-73.9062729
23797,8735417,1.2791652e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7640114,-73.8283005
23798,8734086,1.2788407e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7434807,-73.9769363
23799,8735768,1.2778082e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7135086,-73.9984131
23800,12910259,1.2773452e-06,0,2026-01-01,2026-01,Antojitos Marineros,40.7045965,-73.9191505
23801,8740420,1.2769444e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6342583,-73.9494171
23802,8764512,1.2760996e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8399391,-73.9370499
23803,8302164,1.2753599e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7017517,-73.926178
23804,8744158,1.2751847e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6085281,-73.959137
23805,12938720,1.2750753e-06,0,2025-12-01,2025-12,El Pilon Italy Pizzeria,40.6382915,-73.9536805
23806,12994542,1.2750583e-06,0,2026-01-01,2026-01,Primola Restaurant,40.7638985,-73.961691
23807,8732391,1.275006e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6737404,-73.9826889
23808,8766026,1.2748953e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7283592,-73.9992218
23809,8355002,1.2748432e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.8209686,-73.9039078
23810,8755488,1.2747774e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7269096,-73.8939514
23811,8732340,1.2745878e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6800613,-73.9411926
23812,8752144,1.2745878e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6800613,-73.9411926
23813,8747144,1.2738793e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6233711,-74.0279236
23814,8328646,1.2734675e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7116089,-73.9456024
23815,8746770,1.2733534e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6344605,-73.9496231
23816,8759068,1.2731324e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7028694,-73.9292526
23817,8747191,1.2726092e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7831802,-73.8460312
23818,8753831,1.2724709e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.704689,-73.8962326
23819,8762505,1.272045e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7371712,-73.9841309
23820,8314165,1.27188e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.6921005,-73.8189163
23821,12952146,1.2717489e-06,0,2026-01-01,2026-01,Health Food Store,40.68142,-73.9837145
23822,8755616,1.2713634e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7437286,-73.9793472
23823,8750619,1.2713634e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7437286,-73.9793472
23824,8755789,1.2712749e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7150993,-73.9969406
23825,8312969,1.2712494e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.732399,-73.9847183
23826,8740763,1.2707876e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.728859,-73.984581
23827,8766174,1.2705125e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8023682,-73.9526825
23828,12239646,1.270475e-06,0,2025-12-01,2025-12,The West Brooklyn,40.71182,-73.9514265
23829,8732280,1.2702181e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.6333809,-74.0268097
23830,8757150,1.2701091e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7196083,-74.0070114
23831,8344677,1.2700982e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.8818703,-73.8794098
23832,8328569,1.270068e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.6810989,-73.9495316
23833,8748449,1.2699214e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6475716,-74.0116501
23834,8732858,1.2697652e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8473396,-73.9378967
23835,8302813,1.2694419e-06,0,2025-12-01,2025-12,Limited-Service Restaurants,40.6785393,-73.9736404
23836,8751079,1.2693523e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7446518,-73.9849396
23837,8754674,1.2692906e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6354485,-74.0098114
23838,8764308,1.2684822e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.8282089,-73.881958
23839,8757936,1.2684568e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7290611,-73.9872971
23840,8755302,1.2684495e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7268105,-73.9856567
23841,12935336,1.2679718e-06,0,2026-01-01,2026-01,Dr. Clark,40.716255,-73.9997625
23842,12953494,1.2679101e-06,0,2025-12-01,2025-12,Home Frite,40.6882205,-73.954607
23843,12992280,1.2677252e-06,0,2026-01-01,2026-01,Pizza By The Bay,40.5873765,-73.951482
23844,12965499,1.2671716e-06,0,2026-01-01,2026-01,La Puerta Roja,40.6397775,-73.9671455
23845,8733761,1.2668586e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7108498,-73.7703705
23846,8754862,1.2667656e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6997986,-73.907692
23847,8345143,1.266268e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.7470207,-73.9855576
23848,8748917,1.265447e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.7266998,-73.9888306
23849,8733964,1.2649873e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.5375099,-74.149971
23850,8732244,1.2646544e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.6248398,-73.9630966
23851,12239920,1.2641697e-06,0,2025-12-01,2025-12,Coffee House Club,40.755211,-73.9814215
23852,8746689,1.2637333e-06,0,2025-12-01,2025-12,Full-Service Restaurants,40.7633514,-73.8073502
23853,8739707,1.2630707e-06,0,2026-01-01,2026-01,Full-Service Restaurants,40.8384209,-73.9187698
23854,8299375,1.2627551e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.8508797,-73.9074173
23855,8345398,1.2622481e-06,0,2026-01-01,2026-01,Limited-Service Restaurants,40.6994286,-73.9238129
